"co_seq_procedimento","co_procedimento","co_grupo","co_sub_grupo","co_forma_organizacao","nu_competencia_min","nu_competencia_max","qt_registro","qt_no_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_sh","vl_sa","vl_sp","co_financiamento","co_rubrica","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao","sg_procedimento"
2104,401010023,4,1,1,200801,202301,151,3,CURATIVO GRAU I C/ OU S/ DEBRIDAMENTO (POR PACIENTE),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa                                  ",Pequenas cirurgias                                                                                  ,CUGRICOO | CUGRICOU
2196,403030072,4,3,3,200801,202301,41,1,HIPOFISECTOMIA TRANSESFENOIDAL ENDOSCOPICA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema nervoso central e periférico                                                    ,Tumores do sistema nervoso                                                                          ,HITREN
2206,403030170,4,3,3,200801,202301,140,1,TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema nervoso central e periférico                                                    ,Tumores do sistema nervoso                                                                          ,TRCODETU
2209,403040035,4,3,4,200801,202301,41,3,MICROCIRURGIA P/ ANEURISMA DA CIRCULACAO ANTERIOR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema nervoso central e periférico                                                    ,Neurocirurgias vasculares                                                                           ,MIPAANDA | MIPANDAC
2210,403040043,4,3,4,200801,202301,41,3,MICROCIRURGIA P/ ANEURISMA DA CIRCULACAO POSTERIOR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema nervoso central e periférico                                                    ,Neurocirurgias vasculares                                                                           ,MIPAANDA | MIPANDAC
2245,403070023,4,3,7,200801,202301,41,1,EMBOLIZACAO DE ANEURISMA CEREBRAL DE 8 A 15 MM C/ COLO ESTREITO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema nervoso central e periférico                                                    ,Tratamento neuro-endovascular                                                                       ,EMDEANCE815
2249,403070066,4,3,7,200801,202301,41,1,EMBOLIZACAO DE ANEURISMA CEREBRAL MENOR QUE 8 MM C/ COLO ESTREITO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema nervoso central e periférico                                                    ,Tratamento neuro-endovascular                                                                       ,EMDEANCE8
2250,403070074,4,3,7,200801,202301,41,1,EMBOLIZACAO DE ANEURISMA CEREBRAL MENOR QUE 8 MM C/ COLO LARGO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema nervoso central e periférico                                                    ,Tratamento neuro-endovascular                                                                       ,EMDEANCE8
2336,404020020,4,4,2,200801,202301,46,1,ANTROSTOMIA DE MAXILA INTRANASAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,ANDEMAIN
2346,404020127,4,4,2,200801,202301,41,1,EXERESE DE CISTO ODONTOGENICO E NAO-ODONTOGENICO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,EXDECIOD
2349,404020151,4,4,2,200801,202301,41,1,GLOSSECTOMIA TOTAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,GLTO
2350,404020160,4,4,2,200801,202301,46,1,LARINGOFISSURA P/ COLOCACAO DE MOLDE NOS TRAUMATISMOS DE LARINGE,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,LAPCODEM
2352,404020186,4,4,2,200801,202301,46,1,PAROTIDECTOMIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,PA
2353,404020194,4,4,2,200801,202301,46,1,PLASTICA DO CANAL DE STENON,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,PLDOCADE
2355,404020216,4,4,2,200801,202301,35,1,RECONSTRUCAO DE MANDIBULA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,REDEMA
2359,404020259,4,4,2,200801,202301,41,1,RESSECCAO DE LESAO BENIGNA DA BOCA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,REDELEBE
2362,404020283,4,4,2,200801,202301,46,2,RESSECCAO DE TUMOR DO ACUSTICO (PELA FOSSA MEDIA),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,REDETUDO
2364,404020305,4,4,2,200801,202301,46,1,RESSECCAO DO GLOMO JUGULAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,REDOGLJU
2367,404020330,4,4,2,200801,202301,46,1,SEPTOPLASTIA  P/ CORRECAO DE DESVIO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,SEPCODED
2370,404020364,4,4,2,200801,202301,46,1,TRATAMENTO CIRURGICO DE IMPERFURACAO COANAL (UNI / BILATERAL),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,TRCIDEIM
2371,404020372,4,4,2,200801,202301,41,1,TRATAMENTO CIRURGICO DE MACROSTOMIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,TRCIDEMA
2374,404020402,4,4,2,200801,202301,46,1,TRATAMENTO CIRURGICO DE PERFURACAO DO SEPTO NASAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,TRCIDEPE
2375,404020410,4,4,2,200801,202301,46,1,TRATAMENTO CIRURGICO DE RINOFIMA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,TRCIDERI
2377,404020437,4,4,2,200801,202301,41,1,TRATAMENTO DE AVANCOS FRONTO-ORBITARIOS,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Cirurgia da face e do sistema estomatognático                                                       ,TRDEAVFR
2410,404030025,4,4,3,200801,202301,41,1,ARITENOIDECTOMIA C/ LARINGOFISSURA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Anomalia Crânio e bucomaxilo facial                                                                 ,ARCLA
2417,404030092,4,4,3,200801,202301,41,1,PALATOPLASTIA PARCIAL / TOTAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Anomalia Crânio e bucomaxilo facial                                                                 ,PAPATO
2422,404030149,4,4,3,200801,202301,41,1,RECONSTRUCAO DO SULCO GENGIVO LABIAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Anomalia Crânio e bucomaxilo facial                                                                 ,REDOSUGE
2426,404030181,4,4,3,200801,202301,46,1,SINUSOTOMIA TRANSMAXILAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Anomalia Crânio e bucomaxilo facial                                                                 ,SITR
2428,404030203,4,4,3,200801,202301,41,1,TRATAMENTO CIRURGICO DE LABIO LEPORINO (INCLUI FISSURA LABIO-PALATAL),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Anomalia Crânio e bucomaxilo facial                                                                 ,TRCIDELA
2429,404030211,4,4,3,200801,202301,41,1,TRATAMENTO CIRURGICO REPARADOR NAO ESTETICO DO NARIZ EM PACIENTE C/ DEFORMIDADE CRANIO-FACIAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,"Cirurgia das vias aéreas superiores, da cabeça e do pescoço                                         ",Anomalia Crânio e bucomaxilo facial                                                                 ,TRCIRENA
2467,405030088,4,5,3,200801,202301,6,1,RETINOPEXIA PRIMARIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho da visão                                                                       ,"Corpo vítreo, retina, coróide e esclera                                                             ",REPR
2485,405040032,4,5,4,200801,202301,6,1,DENERVACAO QUIMICA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho da visão                                                                       ,Cavidade orbitária e globo ocular                                                                   ,DEQU
2493,405040121,4,5,4,200801,202301,31,1,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho da visão                                                                       ,Cavidade orbitária e globo ocular                                                                   ,IMSEDELE
2498,405040172,4,5,4,200801,202301,6,1,RETIRADA DE CISTICERCO INTRA-OCULAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho da visão                                                                       ,Cavidade orbitária e globo ocular                                                                   ,REDECIIN
2534,405050348,4,5,5,200801,202301,6,1,TRATAMENTO CIRURGICO CICLODESTRUTIVO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho da visão                                                                       ,"Conjuntiva, córnea, câmara anterior, íris, corpo ciliar e cristalino                                ",TRCICI
2554,406010145,4,6,1,200801,202301,31,1,CORRECAO DE ATRESIA MITRAL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho circulatório                                                                   ,Cirurgia cardiovascular                                                                             ,CODEATMI
2646,406011060,4,6,1,200801,202301,31,1,TROCA DE ELETRODOS DE MARCAPASSO MULTI-SITIO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho circulatório                                                                   ,Cirurgia cardiovascular                                                                             ,TRDEELDE
2697,406020060,4,6,2,200801,202301,31,1,CATETERISMO DE ARTERIA P/ TROMBOEMBOLECTOMIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho circulatório                                                                   ,Cirurgia vascular                                                                                   ,CADEARPT
2708,406020175,4,6,2,200801,202301,24,1,INSTALACAO DE CATETER VENOSO DE LONGA PERMANENCIA TOTALMENTE IMPLANTAVEL,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do aparelho circulatório                                                                   ,Cirurgia vascular                                                                                   ,INDECAVE
2997,408020237,4,8,2,200801,202301,82,1,REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO E METACARPO-FALANGIANA / METATARSO-FALANGIANA / INTER-FALANGIANA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema osteomuscular                                                                   ,Membros superiores                                                                                  ,REINDELU
3163,408040351,4,8,4,200801,202301,82,1,TRATAMENTO DE ARTICULACAO COXO-FEMORAL C/ IMOBILIZACAO GESSADA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema osteomuscular                                                                   ,Cintura pélvica                                                                                     ,TRDEARCO
3181,408050187,4,8,5,200801,202301,82,1,RECONSTRUCAO OSTEOPLASTICA DO JOELHO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia do sistema osteomuscular                                                                   ,Membros inferiores                                                                                  ,REOSDOJO
3539,411020056,4,11,2,200801,202301,132,1,TRATAMENTO DE OUTROS TRANSTORNOS MATERNOS RELACIONADOS PREDOMINANTEMENTE A GRAVIDEZ,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia obstétrica                                                                                 ,Outras cirurgias relacionadas com o estado gestacional                                              ,TRDEOUTR
3544,412010054,4,12,1,200801,202301,41,1,FECHAMENTO DE FISTULA TRAQUEO-CUTANEA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Traqueia e brônquios                                                                                ,FEDEFITR
3557,412020041,4,12,2,200801,202301,41,1,PLEUROSTOMIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Mediastino                                                                                          ,PL
3563,412030020,4,12,3,200801,202301,41,1,DRENAGEM DE PLEURA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Pleura                                                                                              ,DRDEPL
3564,412030039,4,12,3,200801,202301,39,1,DRENAGEM DE PNEUMOTORAX,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Pleura                                                                                              ,DRDEPN
3580,412040077,4,12,4,200801,202301,41,1,PNEUMOTOMIA C/ RESSECCAO COSTAL P/ DRENAGEM CAVITARIA / RETIRADA DE CORPO ESTRANHO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Parede torácica                                                                                     ,PNCRECOP
179,201010623,2,1,1,200801,202301,175,2,PUNÇÃO EXPLORADORA DO DEFERENTE,"2",M,"2","9999","0","0","1571","14.1000000000000000","14.1000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Coleta de material                                                                                  ,Coleta de material por meio de punção/biópsia                                                       ,PUEXDODE
3582,412040093,4,12,4,200801,202301,41,2,REDUCAO CIRURGICA DE FRATURA DO ESTERNO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Parede torácica                                                                                     ,RECIDEFR
3587,412040140,4,12,4,200801,202301,41,1,TORACOCENTESE,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Parede torácica                                                                                     ,TO
3597,412050021,4,12,5,200801,202301,41,1,DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Pulmão                                                                                              ,DRTUABDE
3600,412050056,4,12,5,200801,202301,41,1,PLEURODESE,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Pulmão                                                                                              ,PL
3604,412050099,4,12,5,200801,202301,41,1,PNEUMOTOMIA C/ RETIRADA DE CORPO ESTRANHO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Pulmão                                                                                              ,PNCREDEC
3607,412050129,4,12,5,200801,202301,41,1,RETIRADA DE DRENO TUBULAR TORACICO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia torácica                                                                                   ,Pulmão                                                                                              ,REDEDRTU
3656,414010019,4,14,1,200801,202301,41,1,CONTENCAO DE DENTES POR SPLINTAGEM,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,CODEDEPO
3659,414010043,4,14,1,200801,202301,41,1,OSTEOTOMIA DE MAXILAR SUPERIOR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,OSDEMASU
3660,414010051,4,14,1,200801,202301,41,1,OSTEOTOMIA DO MAXILAR INFERIOR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,OSDOMAIN
3661,414010060,4,14,1,200801,202301,41,1,OSTEOTOMIA ETMOIDEO-ORBITARIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,OSET
3662,414010078,4,14,1,200801,202301,41,1,REDUCAO CRUENTA  DE AFUNDAMENTO DO MALAR C/ FIXACAO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEAF
3664,414010094,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE FRATURA BILATERAL DA MANDIBULA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEFR
3665,414010108,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE FRATURA COMINUTIVA DA MANDIBULA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEFR
3666,414010116,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE FRATURA DO MALAR C/ APARELHO DE CONTENCAO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEFR
3667,414010124,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE FRATURA DO MAXILAR SUPERIOR - LE FORT III,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEFR
3668,414010132,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE FRATURA DO MAXILAR SUPERIOR - LE FORT III C/ APARELHO DE CONTENCAO,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEFR
3669,414010140,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE FRATURA DOS OSSOS PROPRIOS DO NARIZ,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEFR
3670,414010159,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE FRATURA UNILATERAL DE MANDIBULA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDEFR
3671,414010167,4,14,1,200801,202301,41,1,REDUCAO CRUENTA DE LUXACAO DA ARTICULACAO TEMPORO-MANDIBULAR (RECIDIVANTE OU NAO),"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,RECRDELU
3672,414010175,4,14,1,200801,202301,41,1,REDUCAO INCRUENTA DE FRATURA ALVEOLO-DENTARIA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,REINDEFR
196,202010074,2,2,1,200801,202301,175,1,DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),"2",I,"9999","9999","0","0","1571","0.00000000000000000000","10.0000000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames bioquimicos                                                                                  ,DEDECUGL5
212,202010236,2,2,1,200801,202301,175,1,DOSAGEM DE CAROTENO,"2",I,"9999","9999","0","0","1571","0.00000000000000000000","2.0100000000000000","0.00000000000000000000","6",      ,"9999",Procedimentos com finalidade diagnóstica,Diagnóstico em laboratório clínico                                                                  ,Exames bioquimicos                                                                                  ,DODECA
3673,414010183,4,14,1,200801,202301,41,1,REDUCAO INCRUENTA DE FRATURA DO MAXILAR SUPERIOR - LE FORT I,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,REINDEFR
3674,414010191,4,14,1,200801,202301,41,1,REDUCAO INCRUENTA DE FRATURA DO MAXILAR SUPERIOR - LE FORT II,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,REINDEFR
3675,414010205,4,14,1,200801,202301,41,1,REDUCAO INCRUENTA DE FRATURA UNILATERAL DA MANDIBULA,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,REINDEFR
3676,414010213,4,14,1,200801,202301,41,1,REDUCAO INCRUENTA DE LUXACAO TEMPORO-MANDIBULAR,"1",N,"9999","9999","0","9999","9999","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1",      ,"9999",Procedimentos cirúrgicos,Cirurgia oro-facial                                                                                 ,Buco-maxilo-facial                                                                                  ,REINDELU
