"co_seq","co_cid","no_cid","co_capitulo","no_capitulo","ds_titulo_capitulo","co_categoria","no_categoria","ds_agrupamento","co_seq_diretriz"
12896,Y145,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y14,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12897,Y146,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y14,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12898,Y147,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y14,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
11414,W69,Afogamento e submersao em aguas naturais,20,Capitulo XX,Causas externas de morbidade e de mortalidade,W69,Afogamento e submersao em aguas naturais,Afogamento e submersao acidentais (W65-W74),
12899,Y148,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y14,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
2310,E800,Porfiria hereditaria eritropoetica ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E80,Disturbios do metabolismo da porfirina e da bilirrubina,Disturbios metabolicos (E70-E90),
12900,Y149,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y14,"Envenenamento [intoxicacao] por e exposicao a outras drogas, medicamentos e substancias biologicas e as nao especificadas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12902,Y150,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y15,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13264,Y527,Vasodilatadores perifericos ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y52,Substancias que atuam primariamente sobre o aparelho cardiovascular,"Efeitos adversos de drogas, medicamentos e substancias biologicas usadas com finalidade terapeutica (Y40-Y59)",
12903,Y151,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y15,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12904,Y152,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y15,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
2205,E611,Deficiencia de ferro ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E61,Deficiencia de outros elementos nutrientes,Outras deficiencias nutricionais (E50-E64),
12905,Y153,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y15,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12906,Y154,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y15,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12911,Y159,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y15,"Envenenamento [intoxicacao] por e exposicao ao alcool, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
535,B202,Doenca pelo HIV resultando em doenca citomegalica ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B20,"Doenca pelo virus da imunodeficiencia humana [HIV], resultando em doencas infecciosas e parasitarias",Doencas pelo virus da imunodeficiencia humana [HIV] (B20-B24),
12607,X874,Agressao por pesticidas - rua e estrada ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X87,Agressao por pesticidas,Agressoes (X85-Y09),
12912,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12913,Y160,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12914,Y161,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12916,Y163,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13015,Y253,"Contato com material explosivo, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y25,"Contato com material explosivo, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12917,Y164,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12918,Y165,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12919,Y166,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12920,Y167,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12963,Y206,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y20,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12921,Y168,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12922,Y169,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y16,"Envenenamento [intoxicacao] por e exposicao a solventes organicos e hidrocarbonetos halogenados e seus vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12924,Y170,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y17,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12925,Y171,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y17,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12926,Y172,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y17,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12927,Y173,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y17,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12928,Y174,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y17,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12931,Y177,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y17,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12933,Y179,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y17,"Envenenamento [intoxicacao] por e exposicao a outros gases e vapores, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
10810,W090,"Queda envolvendo equipamento de ""playground"" - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,W09,"Queda envolvendo equipamento de ""playground""",Quedas (W00-W19),
679,B45,Criptococose,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B45,Criptococose,Micoses (B35-B49),
12936,Y181,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12229,X510,Viagem e movimento - residencia ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X51,Viagem e movimento,"Excesso de esforcos, viagens e privacoes (X50-X57)",
12938,Y183,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12940,Y185,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12941,Y186,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12942,Y187,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12943,Y188,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y18,"Envenenamento [intoxicacao] por e exposicao a pesticidas, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13366,Y626,"Durante aspiracao, puncao ou outro tipo de cateterizacao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y62,Assepsia insuficiente durante a prestacao de cuidados cirurgicos e medicos,Acidentes ocorridos em pacientes durante a prestacao de cuidados medicos e cirurgicos (Y60-Y69),
4127,J019,Sinusite aguda nao especificada ,10,Capitulo X,Doencas do aparelho respiratorio,J01,Sinusite aguda,Infeccoes agudas das vias aereas superiores (J00-J06),
12965,Y208,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y20,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12945,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12968,Y210,"Afogamento e submersao, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y21,"Afogamento e submersao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12946,Y190,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
5111,L608,Outras afeccoes das unhas ,12,Capitulo XII,Doencas da pele e do tecido subcutaneo,L60,Afeccoes das unhas,Afeccoes dos anexos da pele (L60-L75),
12090,X384,Vitima de inundacao - rua e estrada ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X38,Vitima de inundacao,Exposicao as forcas da natureza (X30-X39),
12947,Y191,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12973,Y215,"Afogamento e submersao, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y21,"Afogamento e submersao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12948,Y192,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12949,Y193,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12950,Y194,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
625,B375,Meningite por Candida (G02.1*) ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B37,Candidiase,Micoses (B35-B49),
609,B356,Tinea cruris ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B35,Dermatofitose,Micoses (B35-B49),
58,A071,Giardiase [lambliase] ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A07,Outras doencas intestinais por protozoarios,Doencas Infecciosas Intestinais (A00-A09),
12048,X346,Vitima de terremoto - areas industriais e em construcao ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X34,Vitima de terremoto,Exposicao as forcas da natureza (X30-X39),
12657,X92,Agressao por meio de afogamento e submersao,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X92,Agressao por meio de afogamento e submersao,Agressoes (X85-Y09),
12951,Y195,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - areas de comercio e de servicos ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12952,Y196,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12953,Y197,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12955,Y199,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y19,"Envenenamento [intoxicacao] por e exposicao a outros produtos quimicos e substancias nocivas e aos nao especificados, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12958,Y201,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y20,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12959,Y202,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y20,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
3296,H159,Transtorno nao especificado da esclerotica ,7,Capitulo VII,Doencas do olho e anexos,H15,Transtornos da esclerotica,"Transtornos da esclerotica, da cornea, da iris e do corpo ciliar (H15-H22)",
12960,Y203,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y20,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12961,Y204,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada - rua e estrada ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y20,"Enforcamento, estrangulamento e sufocacao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12709,X967,Agressao por meio de material explosivo - fazenda ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X96,Agressao por meio de material explosivo,Agressoes (X85-Y09),
22,A032,Shiguelose devida a Shigella boydii ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A03,Shiguelose,Doencas Infecciosas Intestinais (A00-A09),
12969,Y211,"Afogamento e submersao, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y21,"Afogamento e submersao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12970,Y212,"Afogamento e submersao, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y21,"Afogamento e submersao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13124,Y352,Intervencao legal envolvendo o uso de gas ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y35,Intervencao legal,Intervencoes legais e operacoes de guerra (Y35-Y36),
12974,Y216,"Afogamento e submersao, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y21,"Afogamento e submersao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12976,Y218,"Afogamento e submersao, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y21,"Afogamento e submersao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12977,Y219,"Afogamento e submersao, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y21,"Afogamento e submersao, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12978,Y22,"Disparo de pistola, intencao nao determinada",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y22,"Disparo de pistola, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12979,Y220,"Disparo de pistola, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y22,"Disparo de pistola, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
1161,C48,Neoplasia maligna dos tecidos moles do retroperitonio e do peritonio,2,Capitulo II,Neoplasias [tumores],C48,Neoplasia maligna dos tecidos moles do retroperitonio e do peritonio,Neoplasias [tumores] malignas(os) do tecido mesotelial e tecidos moles (C45-C49),
12251,X530,Falta de alimento - residencia ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X53,Falta de alimento,"Excesso de esforcos, viagens e privacoes (X50-X57)",
12981,Y222,"Disparo de pistola, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y22,"Disparo de pistola, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
13517,Y906,Alcoolemia de 120-199 mg/100ml ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y90,Evidencia de alcoolismo determinada por taxas de alcoolemia,Fatores suplementares relacionados com as causas de morbidade e de mortalidade classificados em outra parte (Y90-Y98),
5379,M153,Artrose multipla secundaria ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M15,Poliartrose,Artroses (M15-M19),
12985,Y226,"Disparo de pistola, intencao nao determinada - areas industriais e em construcao ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y22,"Disparo de pistola, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12986,Y227,"Disparo de pistola, intencao nao determinada - fazenda ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y22,"Disparo de pistola, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12987,Y228,"Disparo de pistola, intencao nao determinada - outros locais especificados ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y22,"Disparo de pistola, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12988,Y229,"Disparo de pistola, intencao nao determinada - local nao especificado ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y22,"Disparo de pistola, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12989,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12990,Y230,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - residencia ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12991,Y231,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - habitacao coletiva ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
3671,I02,Coreia reumatica,9,Capitulo IX,Doencas do aparelho circulatorio,I02,Coreia reumatica,Febre reumatica aguda (I00-I02),
12992,Y232,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
12993,Y233,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada - area para a pratica de esportes e atletismo ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,Y23,"Disparo de fuzil, carabina e arma de fogo de maior calibre, intencao nao determinada",Eventos (fatos) cuja intencao e indeterminada (Y10-Y34),
